userId,viewCount
3900882,48
10892426,48
7841614,48
3989646,48
10607056,48
7535644,48
116195,48
4698160,48
9258664,48
914095,48
10422915,48
2502806,48
6739907,48
10487225,48
6477835,48
4188030,48
369783,48
8305881,48
3442718,48
1854911,48
7017932,48
11494360,47
3824227,47
10397274,47
9655142,47
848203,47
745178,47
758036,47
3994955,47
6074698,47
5169293,47
7564717,47
6800703,47
3293681,47
3085056,47
3343899,47
2952140,47
3989885,47
2212976,47
2118788,47
9041472,47
3660150,47
1958551,47
2133440,47
31836,47
4687693,47
2854146,47
2841653,47
3440011,47
11146435,47
1981345,47
7721878,47
4696702,47
3274044,47
6583267,47
3623932,47
47334,47
2047587,46
103711,46
2398692,46
7452344,46
7822411,46
3646995,46
6676206,46
6791471,46
7897641,46
4015538,46
11033093,46
2343752,46
3585744,46
3053677,46
5827343,46
8318758,46
6135093,46
2600762,46
4138064,46
10721747,46
4587506,46
9912984,46
5253323,46
5117242,46
6383618,46
8591387,46
2989773,46
4166479,46
10282710,46
3391348,46
3306889,46
186789,46
3376830,46
7753422,46
9255009,46
5281604,46
3615974,46
9087078,46
6682091,46
1626788,45
2176009,45
3156190,45
1589296,45
4756039,45
2618001,45
9761695,45
3405182,45
4683384,45
5131020,45
9742,45
9611038,45
1595775,45
2707696,45
165470,45
6205672,45
5347741,45
4711684,45
1913851,45
8012885,45
1984872,45
2687852,45
7212362,45
6969453,45
3629395,45
1215696,45
7321547,45
10395975,45
5143850,45
10053926,45
504206,45
7965194,45
1975596,45
10527993,45
135925,45
714932,45
2979509,45
7004292,45
9362893,45
2656462,45
2245288,45
3355389,45
7933724,44
792293,44
6089434,44
3117639,44
6752758,44
5774699,44
3511632,44
155507,44
350164,44
1567913,44
8382149,44
10109798,44
6971205,44
16888,44
1384850,44
4676780,44
5066612,44
4019675,44
1079437,44
6230002,44
4901171,44
2668870,44
12632,44
5931,44
641711,44
5034236,44
15174,44
6197438,44
5488574,44
7097118,44
5831655,44
185915,44
1697186,44
3641772,44
4523226,44
234525,44
7313088,44
4482454,44
9912212,44
922094,44
4829570,44
4287641,44
7887471,44
7763097,44
38997,44
5006232,44
7305178,44
926633,44
7437852,44
4315532,44
4386977,44
3794421,43
10619412,43
4693880,43
1239724,43
1626034,43
3372507,43
5368571,43
11249130,43
2346792,43
567572,43
11239877,43
7065052,43
6236086,43
5544691,43
710132,43
3850379,43
7250665,43
3834438,43
6985988,43
5213961,43
7741272,43
3702325,43
3316621,43
11409566,43
413644,43
2474802,43
3127470,43
6084367,43
4760270,43
4517738,43
1569753,43
1058915,43
8740126,43
5863440,43
155552,43
8838665,43
4385592,43
1701833,43
5167415,43
10038777,43
9280807,43
10105843,43
7913895,43
10748507,43
10278571,43
1350276,43
7078260,43
1040101,43
475420,42
4176716,42
7291137,42
7696462,42
6274283,42
2313019,42
8850052,42
7570363,42
8768333,42
8649781,42
411633,42
3558380,42
8367141,42
3427554,42
3838067,42
5418168,42
4803996,42
1011628,42
9548591,42
4426013,42
704011,42
5050576,42
7150766,42
2573043,42
2810270,42
5990940,42
2181957,42
8887598,42
5754776,42
5880642,42
4256846,42
1419547,42
6696074,42
4423028,42
5948954,42
2406232,42
10699651,42
4970739,41
169501,41
1970933,41
5207516,41
3891661,41
9487509,41
6640917,41
656319,41
4089533,41
2653699,41
7156353,41
11444854,41
11253861,41
3750230,41
69887,41
10232301,41
808474,41
7821968,41
4437277,41
10316788,41
10775635,41
3557094,41
2603406,41
3786470,41
4379747,41
272034,41
75918,41
1132525,41
